"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04070","mmu04070","Phosphatidylinositol signaling system","54/2188","96/8997",1.74350358218129e-11,1.78849722301177e-10,9.11713248407194e-11,"70405/52858/110911/380921/320127/217480/56077/110197/110524/104418/331374/104015/18711/55980/269180/234515/64436/16329/228550/27399/16438/18750/18751/18752/53332/77116/74302/219135/54384/320634/18704/18718/108083/117150/107650/18720/18719/18717/225326/18795/18797/18799/18802/18803/19211/212111/227333/18798/83493/101490/16332/20975/327655/227399",54
"mmu00020","mmu00020","Citrate cycle (TCA cycle)","26/2188","32/8997",1.80053811196787e-11,1.78928474876807e-10,9.12114701457406e-11,"104112/11428/11429/239017/12974/13382/67834/15926/15929/269951/17449/17448/18293/78920/235339/18597/68263/74551/18563/71832/170718/66945/67680/56451/20916/20917",26
"mmu04072","mmu04072","Phospholipase D signaling pathway","73/2188","149/8997",4.20864370056961e-11,4.05560211145798e-10,2.06740392308682e-10,"432530/224129/11512/11514/11515/11651/23797/11840/11845/19157/19158/380921/320127/217480/56077/110197/110524/104418/13429/13430/103967/331374/19229/14360/14388/14389/14673/14674/14683/14784/14816/108068/108069/268934/108071/108073/14823/16590/18750/26413/26417/26395/26396/56717/18720/18719/18717/55979/18795/18797/28169/68262/52123/18803/19247/227333/18798/110157/56044/64143/15461/16653/19744/11848/56508/20130/66922/20418/20662/56632/14061/64930/22084",73
"mmu04910","mmu04910","Insulin signaling pathway","69/2188","139/8997",6.79859240289604e-11,6.35868348270865e-10,3.2414341487492e-10,"74370/228966/108097/19082/105787/108079/107476/11651/23797/11836/109880/70405/12402/208650/12928/12929/53413/14104/14251/14252/14784/56637/14936/216019/15275/13684/16367/384783/19084/19085/19087/19088/18747/18749/18679/102093/18759/72508/26413/26417/26419/26420/26414/26395/26396/56717/74551/18607/19045/19046/54646/19246/19268/110078/110095/19309/212111/107746/110157/15461/16653/19744/20104/20418/16332/20662/20411/64930/22084",69
"mmu04727","mmu04727","GABAergic synapse","50/2188","89/8997",1.04324448375777e-10,9.4786213095706e-10,4.83186918793073e-10,"432530/224129/11512/11514/11515/12286/12287/12288/14415/14417/54393/242425/268860/14688/14693/14696/14701/14702/14704/14394/14396/14397/14400/14401/14402/14406/93739/268566/14645/14660/14677/14678/14679/14681/15114/18747/18749/16522/18750/18751/18752/18195/227120/70827/57138/76257/243616/232333/20779/22348",50
"mmu04730","mmu04730","Long-term depression","38/2188","60/8997",1.47674179143722e-10,1.30445524910287e-09,6.64965601992197e-10,"51792/11836/53623/109880/12286/14672/14673/14674/14677/14678/14679/14681/14682/14683/14687/14799/14800/14804/14816/16438/18750/18751/18752/26413/26417/26395/26396/18125/18795/18797/19052/19053/234889/18798/110157/15461/16653/20190",38
"mmu05100","mmu05100","Bacterial invasion of epithelial cells","44/2188","76/8997",3.68167675762556e-10,3.16425191601332e-09,1.61302480988432e-09,"11461/56443/11867/66713/74117/242894/74192/76709/56378/68089/67771/12927/12389/12402/12488/12540/12757/74325/67300/12928/12929/12385/12386/12387/622434/330662/13429/13430/103967/140580/140579/14083/14388/16202/16412/19353/11848/56212/20418/20779/13043/22330/83767/73178",44
"mmu04012","mmu04012","ErbB signaling pathway","47/2188","84/8997",4.5758399349716e-10,3.82925552452886e-09,1.95202036007099e-09,"11350/11352/11651/23797/11836/109880/12402/208650/12576/12928/12929/13869/108058/14083/18479/14388/14784/56637/12322/12323/12325/18750/18751/18752/72508/26413/26417/26419/26420/26414/26395/26396/26398/26400/56717/17973/17974/224105/18481/214230/18803/110157/15461/16653/20418/20662/20779",47
"mmu03010","mmu03010","Ribosome","81/2188","179/8997",5.39370681610415e-10,4.39794555774646e-09,2.24191862261819e-09,"19896/20042/20103/110954/238217/67025/269261/270106/22121/67115/66480/319195/19899/76808/19921/19933/19934/65019/268449/68193/19941/19942/26451/19943/27367/19946/114641/19951/68436/66489/57808/54217/19982/67281/19981/67671/67891/22186/100503670/19988/19989/27176/26961/20005/11837/56040/67186/68537/68611/67097/27207/68052/20044/20054/267019/20055/20068/20084/20085/16898/67427/66475/20088/75617/27370/57294/78294/67941/54127/20090/27050/14109/20102/20104/20115/20116/76846/16785/118451/77721/66258",81
"mmu04921","mmu04921","Oxytocin signaling pathway","72/2188","153/8997",5.83086770707654e-10,4.63553982712585e-09,2.36303586023628e-09,"108097/19082/105787/108079/11461/432530/224129/11512/11514/11515/12293/56808/12294/12288/12295/12297/12298/70405/19058/12300/54376/81905/13629/108058/14677/14678/14679/14681/14682/14683/16438/18747/18749/52163/12322/12323/12325/12326/16519/16522/207565/18750/18751/18752/17260/26413/26417/26395/26396/17904/216459/107589/17931/18795/18797/232807/19045/19046/19055/19056/234889/19878/54720/18798/110157/15461/16653/11848/19877/20190/20191/20779",72
"mmu04510","mmu04510","Focal adhesion","88/2188","201/8997",7.77217115001028e-10,6.02817177000797e-09,3.07295085263564e-09,"12835/109711/11461/60595/11651/23797/12927/109880/12334/12389/12540/12833/12834/12845/12928/12929/12387/13367/330662/11855/16772/14083/192176/286940/68794/14360/18479/14784/56637/16202/16403/16404/16410/16412/18750/18751/18752/16773/16774/16777/23928/26413/26417/26419/26420/26414/67938/26395/107589/17931/224105/18481/214230/57342/18607/18720/18719/18717/232807/19045/19046/19211/320910/107746/19878/12830/70549/19353/19354/170758/110157/109905/215449/15461/19417/232906/11848/19877/20418/20662/20779/21960/21894/21825/21828/22330/22371/22793",88
"mmu05135","mmu05135","Yersinia infection","65/2188","134/8997",8.36100159990236e-10,6.33047263992607e-09,3.22705324908512e-09,"11461/11651/23797/56443/11867/11845/16801/54126/69632/66713/74117/242894/74192/76709/56378/68089/67771/108100/12927/12540/12928/12929/330662/140580/140579/14083/19229/14682/56637/16412/20111/20112/16885/26409/26413/26417/26419/26420/26414/26395/26396/26397/26398/26399/26400/16151/18720/18719/18717/320795/109333/18803/19878/19353/19354/170758/11848/56212/19877/20779/68652/56480/73178/68524/330319",65
"mmu04666","mmu04666","Fc gamma R-mediated phagocytosis","49/2188","92/8997",1.91693437694912e-09,1.41763984155772e-08,7.22663143329655e-09,"11651/23797/218038/56443/11867/11845/66713/74117/242894/74192/76709/56378/68089/67771/13196/211914/30948/12540/12631/12632/12928/12929/330662/13430/18479/14389/227753/18750/18751/18753/18754/18752/72508/16885/17118/26413/26417/26395/18720/18719/18717/18803/19353/19354/110157/16332/56632/83767/245880",49
"mmu04713","mmu04713","Circadian entrainment","51/2188","98/8997",2.60821216416772e-09,1.88502606410303e-08,9.60920271009160e-09,"14810/432530/224129/11512/11514/11515/53623/12288/70405/70729/108058/14688/14693/14696/14701/14702/14704/14677/14678/14679/14681/14682/14683/14799/14800/14802/16438/18747/18749/12322/12323/12325/16519/16522/18750/18751/18752/73086/26413/26417/14811/14812/18125/11517/18626/18795/18797/234889/18798/20190/20191",51
"mmu00010","mmu00010","Glycolysis / Gluconeogenesis","39/2188","67/8997",2.97624571610929e-09,2.1032136393839e-08,1.07214465562767e-08,"353204/68738/60525/11532/72141/58810/72535/11671/67689/110695/56752/11669/11674/11676/13382/13806/13807/14433/14447/216019/15275/18746/16828/16832/235339/18597/68263/74551/18641/18642/56421/18648/56012/18655/18663/72157/66681/12183/21991",39
"mmu04932","mmu04932","Non-alcoholic fatty liver disease","71/2188","156/8997",4.65495997210651e-09,3.21799406767363e-08,1.64042067666911e-08,"108097/19082/105787/108079/11651/23797/12028/12367/12540/12857/12858/12859/12864/12867/110323/12865/12866/66445/13063/13067/606496/56637/13665/16367/384783/16396/26408/26419/26420/26414/54405/17991/66091/17992/68202/67130/68375/66108/67273/69875/66414/67184/66495/68194/66046/230075/66916/67264/66218/68342/104130/68197/227197/226646/68349/595136/75406/225887/17995/72900/78330/22273/67003/66576/67530/22272/66152/19353/66945/67680/66694",71
"mmu04961","mmu04961","Endocrine and other factor-regulated calcium reabsorption","36/2188","61/8997",7.23657716469261e-09,4.89623731568564e-08,2.49593030988278e-08,"11512/11515/11771/11772/71770/11773/232910/11928/98660/232975/11931/11932/11933/67972/11941/12307/12757/74325/67300/13429/13430/103967/20541/14682/14683/18747/18749/18750/18751/18752/18795/18797/381290/320707/18798/53869",36
"mmu05171","mmu05171","Coronavirus disease - COVID-19","100/2188","247/8997",9.37554766934709e-09,6.21130033094245e-08,3.1663033795602e-08,"12260/12262/14962/12266/56417/16451/18750/18751/18752/26409/26413/26417/26419/26420/26414/16151/18803/19896/20042/20103/110954/238217/67025/269261/270106/22121/67115/66480/319195/19899/76808/19921/19933/19934/65019/268449/68193/19941/19942/26451/19943/27367/19946/114641/19951/68436/66489/57808/54217/19982/67281/19981/67671/67891/22186/100503670/19988/19989/27176/26961/20005/11837/56040/67186/67097/27207/68052/20044/20054/267019/20055/20068/20084/20085/16898/67427/66475/20088/75617/27370/57294/78294/67941/54127/20090/27050/14109/20102/20104/20115/20116/76846/16785/20846/20848/68652/56480/14061/22031/22371",100
"mmu00071","mmu00071","Fatty acid degradation","32/2188","52/8997",1.18719196859639e-08,7.61029504649148e-08,3.87946189063121e-08,"11363/11364/11409/11370/94180/66885/80911/14081/74205/50790/216739/11532/72535/11671/110695/56752/11669/12894/78070/12896/97212/231086/93747/13177/23986/270076/15107/224530/110460/113868/110446/52538",32
"mmu00562","mmu00562","Inositol phosphate metabolism","40/2188","72/8997",1.19658727146092e-08,7.61029504649148e-08,3.87946189063121e-08,"52858/104015/18711/55980/269180/234515/64436/16329/228550/104776/53332/77116/74302/219135/54384/320634/18704/18718/108083/117150/107650/18720/18719/18717/170835/225326/18795/18797/18799/18802/18803/269615/19211/212111/18798/83493/101490/16332/20975/21991",40
"mmu05032","mmu05032","Morphine addiction","47/2188","91/8997",1.50076773010385e-08,9.35772819947106e-08,4.77024211426198e-08,"432530/224129/11512/11514/11515/109689/216869/12286/12287/54393/242425/14688/14693/14696/14701/14702/14704/14394/14396/14397/14400/14401/14402/14406/14677/14678/14679/14681/14683/26385/18747/18749/16519/16522/18750/18751/18752/23984/18573/18574/18575/207728/18577/238871/218461/18578/22348",47
"mmu00250","mmu00250","Alanine, aspartate and glutamate metabolism","26/2188","39/8997",2.55846742166418e-08,1.56460123094079e-07,7.97578912826487e-08,"14718/14719/11484/212647/76282/108682/109900/66514/27053/11898/14415/14417/14661/268860/14583/14645/14660/269642/52633/11564/11565/11566/69719/231327/194237/214579",26
"mmu00640","mmu00640","Propanoate metabolism","22/2188","31/8997",5.45750042412217e-08,3.2745002544733e-07,1.66922555176726e-07,"107476/11409/80911/68738/60525/56690/13382/97212/52665/93747/268860/227095/16828/16832/104776/13171/12039/110821/66904/56451/20916/20917",22
"mmu01212","mmu01212","Fatty acid metabolism","35/2188","62/8997",5.66793908158054e-08,3.29795753080913e-07,1.68118324973388e-07,"107476/11363/11364/11409/11370/94180/66885/80911/257633/14081/74205/50790/216739/234309/12894/78070/12896/56348/15488/97212/231086/93747/223722/14104/15107/26922/20280/71147/19063/224530/106529/110460/113868/110446/52538",35
"mmu04371","mmu04371","Apelin signaling pathway","62/2188","137/8997",5.70401459731139e-08,3.29795753080913e-07,1.68118324973388e-07,"108097/19082/105787/108079/11475/432530/224129/11512/11514/11515/11651/23797/70405/20541/14688/14693/14696/14701/14702/14704/14674/14677/14678/14679/14682/208727/15184/16438/18747/18749/12326/18754/72508/17258/17260/17261/26413/26417/66734/67443/26395/26396/56717/107589/18125/75669/225326/18795/18797/18798/110157/15461/16653/20130/66922/20104/20190/20191/20544/17126/56632/21780",62
"mmu04261","mmu04261","Adrenergic signaling in cardiomyocytes","67/2188","152/8997",5.97818409638074e-08,3.39475454044478e-07,1.73052697526811e-07,"226849/26932/26931/51792/71978/432530/224129/11512/11514/11515/11651/23797/11928/98660/232975/11931/11932/11933/11937/11938/53313/67972/11941/12293/56808/12294/12288/12295/12297/12298/70405/12300/54376/81905/108058/20541/14677/14678/14679/14682/14683/18747/18749/12322/12323/12325/18750/73086/26413/26417/18795/18797/19045/19046/19052/19053/58200/381290/21770/320707/18798/56508/20191/20266/399548/20544/59069",67
"mmu04725","mmu04725","Cholinergic synapse","52/2188","112/8997",2.44416112609681e-07,1.36358462824348e-06,6.95107688677579e-07,"11423/12669/12672/432530/224129/11512/11514/11515/11651/23797/12286/12287/12288/12647/108058/14360/14688/14693/14696/14701/14702/14704/14672/14677/14678/14679/14681/14682/16438/18747/18749/12322/12323/12325/12326/16519/16522/16536/110862/226922/18750/18751/18752/26413/26417/26395/18795/18797/18798/15461/16653/63993",52
"mmu03013","mmu03013","Nucleocytoplasmic transport","54/2188","118/8997",2.59624584515552e-07,1.42345892889561e-06,7.25629510261253e-07,"326622/56215/13680/53817/218210/13627/13628/226747/192170/16647/16649/16648/16646/16650/16211/75751/70572/233726/226432/66441/103468/234865/170762/227720/18141/18226/19069/71805/269966/53319/18949/107939/70699/66679/19387/19384/19428/19386/19704/19826/20220/110379/72124/51796/170930/331401/238799/212999/320938/108989/103573/110750/72322/65246",54
"mmu04722","mmu04722","Neurotrophin signaling pathway","55/2188","121/8997",2.6566007277935e-07,1.43186276514972e-06,7.29913491668509e-07,"22627/11350/11651/23797/12028/109880/70405/12540/12928/12929/108058/56484/327826/14388/192662/11857/14784/56637/16367/12322/12323/12325/12326/18753/20111/20112/73086/26408/94275/26413/26417/26419/26420/26414/26395/26396/26400/18212/18213/18607/18803/19247/107746/77480/19353/110157/109905/215449/15461/16653/11848/20399/20418/20661/20662",55
"mmu05231","mmu05231","Choline metabolism in cancer","47/2188","98/8997",2.79019302027206e-07,1.47880230074419e-06,7.53841623020872e-07,"11651/23797/100434/68682/380921/320127/217480/56077/110197/110524/104418/331374/74182/14784/18750/18751/18752/72508/18777/26413/26417/26419/26420/26414/26395/26396/56717/18607/18720/18719/18717/18803/227333/19353/19354/170758/110157/15461/16653/19744/30805/63993/20662/64930/22084/83767/245880",47
"mmu04962","mmu04962","Vasopressin-regulated water reabsorption","26/2188","44/8997",8.73457766431944e-07,4.55343556926817e-06,2.32118198499602e-06,"11512/11515/13427/13426/235661/234663/13191/69654/67665/59288/22428/13424/110350/56455/68097/192662/11857/14683/18747/18749/18195/271457/19344/19345/53869/22318",26
"mmu04935","mmu04935","Growth hormone synthesis, secretion and action","52/2188","116/8997",9.50768533619132e-07,4.8118523687915e-06,2.45291381924492e-06,"432530/224129/11512/11514/11515/11651/23797/12927/12288/12914/12928/12929/14083/14672/14677/14678/14679/14682/14683/14784/56637/16367/384783/16438/18747/18749/18750/18751/18752/26413/26417/26419/26420/26414/26395/26396/26397/26398/26399/56717/18795/18797/18803/18798/110157/15461/16653/20418/20604/20662/20846/20848",52
"mmu04260","mmu04260","Cardiac muscle contraction","42/2188","87/8997",9.5329150702473e-07,4.8118523687915e-06,2.45291381924492e-06,"236794/65973/11928/98660/232975/11931/11932/11933/11937/11938/53313/12293/56808/12294/12288/12295/12297/12298/12300/54376/81905/12857/12858/12859/12864/12867/110323/12865/12866/66445/20541/22273/67003/66576/67530/22272/66152/20191/20544/236727/59069/66694",42
"mmu04137","mmu04137","Mitophagy - animal","35/2188","68/8997",1.14739805178617e-06,5.70113406981253e-06,2.90623848643208e-06,"12048/94044/12995/13000/13001/66437/56484/93739/67414/170731/59040/214952/26419/26420/26414/66734/67443/72542/245860/15461/16653/22186/20130/66922/78294/18412/20779/52440/66687/233204/56480/209446/14479/100756/84092",35
"mmu03015","mmu03015","mRNA surveillance pathway","47/2188","103/8997",1.69540366283621e-06,8.29443638126025e-06,4.22821318342959e-06,"226849/26932/26931/51792/71978/326622/56215/51786/68219/432508/269061/108062/228410/83410/70248/13680/53817/225363/14852/14853/103677/66899/233908/74737/56422/192170/67897/66441/76626/53319/18458/54196/105083/18949/19045/19046/19052/19053/21770/230721/19704/19826/20220/226517/51796/230908/74320",47
"mmu05031","mmu05031","Amphetamine addiction","35/2188","69/8997",1.78837183430427e-06,8.61670065619332e-06,4.39249222460699e-06,"14810/224129/17161/109731/53623/12288/70405/19058/13195/108058/14683/14799/14800/14802/433759/15182/18747/18749/12322/12323/12325/12326/18750/18751/18752/14811/14812/19045/19046/19055/19056/19049/13162/20907/21823",35
"mmu04971","mmu04971","Gastric acid secretion","37/2188","75/8997",2.17231377914199e-06,1.03103848024948e-05,5.25587308700497e-06,"11461/432530/224129/11512/11514/11515/11928/98660/232975/11931/11932/11933/20535/70405/22350/108058/14677/14678/14679/14682/14683/16438/18747/18749/12322/12323/12325/16526/18750/18751/18752/107589/18795/18797/18798/20544/20604",37
"mmu01210","mmu01210","2-Oxocarboxylic acid metabolism","15/2188","20/8997",2.55086856131789e-06,1.19290618014572e-05,6.08101793255349e-06,"14718/14719/11428/11429/76282/108682/12035/12036/12974/67834/15926/15929/269951/71832/170718",15
"mmu04912","mmu04912","GnRH signaling pathway","42/2188","90/8997",2.9251541719506e-06,1.34811453142071e-05,6.87221575103573e-06,"432530/224129/11512/11514/11515/12288/70405/12540/108058/19229/14672/14682/14683/14784/16438/18747/18749/12322/12323/12325/18750/18751/18753/26413/26417/26419/26420/26414/26395/26396/26397/26398/26399/26400/18795/18797/18798/110157/15461/16653/20662/20779",42
"mmu04213","mmu04213","Longevity regulating pathway - multiple species","32/2188","62/8997",3.04005226466725e-06,1.38105231452026e-05,7.04012103396625e-06,"74370/108097/19082/105787/108079/432530/224129/11512/11514/11515/11651/23797/67605/12359/20480/12955/56484/433759/15182/193740/15482/15512/15481/16367/384783/18747/18749/72508/56717/15461/16653/20656",32
"mmu00270","mmu00270","Cysteine and methionine metabolism","29/2188","54/8997",3.10834902784056e-06,1.39219012796239e-05,7.0968977062631e-06,"14718/14719/12035/12036/12411/107869/67870/74340/14630/14629/16828/16832/108645/17449/17448/238505/11720/232087/66902/67873/269378/229709/257635/236539/107272/20810/20603/246221/22117",29
"mmu04150","mmu04150","mTOR signaling pathway","64/2188","157/8997",3.31082981116996e-06,1.44306216962555e-05,7.35622555850166e-06,"17254/74370/105787/108079/11651/23797/67605/109880/12283/56430/277854/13542/13543/13544/14784/56637/75705/13684/16367/18750/18751/18752/20111/20112/72508/64898/66508/83409/252875/26413/26417/26395/26396/56717/18607/19211/110157/15461/16653/19744/11848/78757/68441/245670/54170/20104/110379/72124/227743/20662/20869/72149/64930/22084/29869/11964/11966/66335/73834/11973/66144/66237/108664/268933",64
"mmu04919","mmu04919","Thyroid hormone signaling pathway","52/2188","120/8997",3.31268988624734e-06,1.44306216962555e-05,7.35622555850166e-06,"11461/11651/23797/11928/98660/232975/11931/11932/11933/11937/11938/53313/12914/12387/56637/20525/433759/15182/16410/18747/18749/18750/18751/18752/19014/26413/26417/26395/26396/56717/17977/20185/18607/18641/18642/56421/18795/18797/18799/18802/18803/54720/18798/110157/15461/16653/19744/20544/20779/20846/210789/22084",52
"mmu04520","mmu04520","Adherens junction","35/2188","71/8997",4.16213270602341e-06,1.78859216285871e-05,9.11761645416223e-06,"109711/11461/60595/21872/108100/12914/12540/12995/13000/13001/12385/12386/12387/12388/380928/14360/29875/26409/26413/26417/93742/19246/19268/19274/19353/19354/170758/11848/20411/20779/22330/83767/245880/73178/22612",35
"mmu00630","mmu00630","Glyoxylate and dicarboxylate metabolism","20/2188","32/8997",4.86785164537195e-06,2.06396909763771e-05,1.05213916264881e-05,"11428/11429/68738/60525/12359/12974/13382/104174/14645/76238/17449/17448/110821/66904/67078/108037/71832/224530/110460/110446",20
"mmu04024","mmu04024","cAMP signaling pathway","83/2188","220/8997",5.15972888934109e-06,2.15893919317167e-05,1.1005515913553e-05,"14810/12669/80911/432530/224129/11512/11514/11515/11651/23797/11928/98660/232975/11931/11932/11933/11937/11938/53313/67972/11941/53623/330953/109880/12288/70405/12914/108058/18479/54393/242425/14677/14678/14679/14683/14799/14800/14802/15166/18747/18749/12322/12323/12325/12326/26413/26417/26419/26420/26414/26395/26396/17931/14811/14812/11517/23984/18577/238871/56188/19045/19046/19049/239273/19878/381290/320707/18578/19353/19354/170758/110157/109905/215449/11848/19877/56508/20130/66922/20191/20544/20604/21844",83
"mmu04922","mmu04922","Glucagon signaling pathway","46/2188","104/8997",6.19921533139944e-06,2.56019542257795e-05,1.30509796450514e-05,"108097/19082/105787/108079/107476/11651/23797/15469/70405/19058/12914/12894/78070/108058/14682/14683/20525/14936/16438/18747/18749/12322/12323/12325/18679/102093/18746/16828/16832/18597/68263/74551/18641/18642/56421/18648/56012/18795/18797/19055/19056/56420/110078/110095/19309/18798",46
"mmu04010","mmu04010","MAPK signaling pathway","104/2188","294/8997",1.03245037478238e-05,4.20922075872818e-05,2.14571332950725e-05,"76089/17762/11651/23797/11836/109689/216869/109880/12293/56808/12294/12286/12287/12288/12290/12295/12297/12298/19058/12367/12300/54376/81905/12540/12928/12929/72349/26940/13836/13869/192176/286940/68794/18479/14701/14673/14784/19419/193740/15482/15512/15481/16180/30957/18747/18749/16590/18750/18751/18752/20111/20112/56613/73086/26404/71751/26408/26409/26412/225028/26921/17260/26413/26417/26419/26420/26414/26395/26396/26397/26398/26399/26400/16151/18015/18212/224105/19055/19056/19042/19043/19060/19259/218397/15507/19353/19354/170758/110157/109905/215449/114713/15461/16653/19417/19418/20130/66922/20662/56274/16765/68652/216965/381921",104
"mmu05205","mmu05205","Proteoglycans in cancer","77/2188","205/8997",1.34949647267062e-05,5.43215035834504e-05,2.76912001054332e-05,"11735/11461/11651/23797/11733/109676/11836/16801/69632/15530/109880/12367/12389/12402/12540/12387/13207/13869/22350/108058/14083/192176/286940/68794/327826/18479/14388/14733/14784/75705/29875/16410/16412/16438/18747/18749/12322/12323/12325/18750/18751/18752/72508/17022/26413/26417/17698/26395/26396/56717/17931/18569/18607/18803/232807/19045/19046/19247/19878/19353/19684/110157/15461/16653/11848/19877/20130/66922/20104/20544/17126/20662/20779/13043/20848/21844/21825",77
"mmu04071","mmu04071","Sphingolipid signaling pathway","51/2188","124/8997",2.40203010329121e-05,9.4889822084528e-05,4.83715081132649e-05,"226849/26932/26931/51792/71978/11651/23797/11886/12028/13033/13244/14360/14389/14673/14674/14677/14678/14679/14682/18750/18751/18754/18752/26408/26413/26417/26419/26420/26414/26395/26396/18607/18795/18797/19052/19053/19211/19878/21770/18798/19353/19354/170758/110157/15461/16653/11848/19877/13609/81535/56632",51
"mmu04136","mmu04136","Autophagy - other","19/2188","32/8997",2.41700490215307e-05,9.4889822084528e-05,4.83715081132649e-05,"77040/74370/51897/329015/76559/67841/66615/74244/93739/50540/18518/56717/75669/225326/19052/19053/245860/29869/74781",19
"mmu05211","mmu05211","Renal cell carcinoma","32/2188","68/8997",3.5290139683406e-05,0.000136856883162477,6.97648461006999e-05,"11651/23797/11836/11864/109880/12914/12540/12928/12929/71745/18479/14388/14784/20525/26413/26417/26395/26396/224105/18481/214230/19247/107746/94315/19353/110157/109905/215449/15461/16653/20662/209446",32
"mmu04911","mmu04911","Insulin secretion","38/2188","86/8997",4.00031834679289e-05,0.000153265208949414,7.81292359424357e-05,"432530/224129/11512/11514/11515/11928/98660/232975/11931/11932/11933/12288/116838/108058/14672/14682/14683/20525/18747/18749/12322/12323/12325/16531/18750/18751/18752/11517/26875/18795/18797/18798/19339/56508/20191/20614/20907/22318",38
