"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04015","mmu04015","Rap1 signaling pathway","78/2188","214/8997",4.066191677392e-05,0.000153934399215554,7.84703657040562e-05,"76089/14810/110351/11461/432530/224129/11512/11514/11515/11651/23797/192786/12927/109880/70405/12540/12801/12928/12929/12387/12388/238130/13800/13836/14026/14677/14678/14679/14681/14682/14683/16412/16590/18750/18751/18752/18759/14924/50791/99470/26413/26417/26395/26396/26397/26399/14811/14812/93742/18795/18797/18803/18643/18645/107746/70549/18798/19353/19354/170758/110157/56044/64143/109905/215449/15461/16653/51791/11848/56508/20130/217692/244668/20469/20779/21844/21894/21825",78
"mmu00650","mmu00650","Butanoate metabolism","17/2188","28/8997",4.37163699965355e-05,0.000163550654810568,8.33723960305445e-05,"78894/11409/71911/14415/14417/97212/93747/268860/15107/208715/15356/217666/224530/67041/214579/110460/110446",17
"mmu00970","mmu00970","Aminoacyl-tRNA biosynthesis","31/2188","66/8997",4.87571702045305e-05,0.000180288140988845,9.19045803120893e-05,"229487/211006/234734/224805/27267/226414/226539/67417/107508/66590/23874/15115/70791/105148/381314/85305/107045/102436/70223/104458/109093/20226/71984/110960/272396/71807/22321/22375/70560/107271/70120",31
"mmu05230","mmu05230","Central carbon metabolism in cancer","32/2188","69/8997",5.06223465292124e-05,0.000185033404555052,9.43235494918175e-05,"11651/23797/14381/14660/20525/216019/15275/15926/269951/16590/18746/16828/16832/26413/26417/26395/26396/56717/18213/18597/68263/228026/18641/18642/56421/18648/56012/19211/110157/15461/16653/319801",32
"mmu00230","mmu00230","Purine metabolism","53/2188","134/8997",6.00451147289993e-05,0.000216981210043429,0.000110609421869209,"76952/109674/432530/224129/11512/11514/11515/11534/11717/66401/11821/66355/229363/14544/23917/23918/16434/11636/11637/56248/11639/229949/79059/18102/18103/53893/74167/23971/23984/18573/18574/18575/207728/18577/238871/18582/218461/72157/66681/18950/19139/110639/14450/237823/67054/11564/108147/11565/11566/231327/234889/18578/20135",53
"mmu04022","mmu04022","cGMP-PKG signaling pathway","65/2188","173/8997",6.13537003262525e-05,0.000219218839367958,0.000111750086933683,"432530/224129/11512/11514/11515/11739/11740/11651/23797/11928/98660/232975/11931/11932/11933/11937/11938/53313/67972/11941/12288/70405/19058/20541/14672/14673/14674/14677/14678/14679/14682/14886/16367/384783/16438/16531/18754/17258/17260/17261/26413/26417/26395/26396/107589/17931/207728/18795/18797/19045/19046/19055/19056/105675/234889/19878/381290/320707/18798/110157/11848/19877/22333/22334/22335",65
"mmu05412","mmu05412","Arrhythmogenic right ventricular cardiomyopathy","34/2188","77/8997",0.000102018172239299,0.000360464208578858,0.000183752029530434,"11461/11472/11937/11938/53313/12293/56808/12294/12288/12295/12297/12298/12558/12300/54376/81905/12385/12386/12387/14609/13346/13405/13726/16772/20541/16403/16404/16410/16412/16773/16905/16480/320910/20191",34
"mmu00520","mmu00520","Amino sugar and nucleotide sugar metabolism","25/2188","51/8997",0.000109230829810764,0.000381707734943109,0.00019458123529043,"109785/74246/14635/14583/218138/69080/331026/26384/67980/15212/216019/15275/110119/245847/56174/72017/109754/12764/72157/66681/29858/107652/227620/22235/216558",25
"mmu00330","mmu00330","Arginine and proline metabolism","26/2188","54/8997",0.000116908896294539,0.000404098141539818,0.000205995080427448,"14718/14719/72535/11671/212647/110695/56752/11669/66988/17161/109731/66054/14431/12709/12715/76722/12716/18125/18242/209027/69051/66194/56454/19125/20810/20603",26
"mmu04915","mmu04915","Estrogen signaling pathway","52/2188","134/8997",0.000125561181478567,0.000429338233442842,0.000218861595333326,"432530/224129/11512/11514/11515/11651/23797/70405/13033/22027/14228/14229/54393/242425/14677/14678/14679/14681/14682/14683/14784/14816/193740/15482/15519/15516/15512/15481/16438/16661/16663/16664/68239/18747/18749/16519/16522/18753/26413/26417/26395/26396/17977/18795/18797/18798/110157/15461/16653/20418/20662/20779",52
"mmu01240","mmu01240","Biosynthesis of cofactors","57/2188","152/8997",0.000180460503828805,0.000610494044867661,0.00031120848364654,"58810/72535/11671/11669/12035/12036/108156/270685/22169/71743/230027/13382/319945/268566/69080/331026/14630/14629/17025/14151/11636/11637/56248/11639/229949/66588/108645/11720/232087/110119/68646/79059/18102/18103/18041/18104/71147/216134/57028/29858/223646/19044/11564/11565/11566/69719/56749/55936/108037/17252/54391/107272/20751/67417/107508/22235/216558",57
"mmu04114","mmu04114","Oocyte meiosis","47/2188","121/8997",0.000253617553601161,0.000844649660009856,0.000430572815761396,"54401/22627/22629/22628/22630/22631/226849/26932/26931/51792/432530/224129/11512/11514/11515/17222/70405/19058/52563/231207/208922/67579/26965/108058/16438/18747/18749/12322/12323/12325/20111/20112/56150/26413/26417/26395/19045/19046/19052/19053/19055/19056/21770/21402/20874/24061/13006",47
"mmu04014","mmu04014","Ras signaling pathway","81/2188","235/8997",0.000254988576606749,0.000844649660009856,0.000430572815761396,"14810/11350/11352/11651/23797/11845/12048/56784/72399/70405/12540/226525/13836/66482/18479/14388/14389/14688/14693/14696/14701/14702/14704/14784/19419/18747/18749/16590/18750/18751/18752/16706/333050/26413/26417/26419/26420/26414/26395/26396/16151/18015/14811/14812/18212/224105/18481/214230/18803/19247/218397/271457/19344/19345/19353/19354/170758/110157/56044/64143/109905/215449/114713/19414/15461/16653/19415/19765/19417/19418/11848/225870/228850/20130/66922/20418/56392/20662/240057/56480/21844",81
"mmu05030","mmu05030","Cocaine addiction","23/2188","48/8997",0.000312832105870364,0.00102557329553377,0.000522801348931482,"14810/224129/17161/109731/12568/13195/13385/14677/14678/14679/14683/67839/14800/108068/108069/18747/18749/14811/14812/19049/19739/13162/21823",23
"mmu00561","mmu00561","Glycerolipid metabolism","28/2188","63/8997",0.000357289956138046,0.00114765864698887,0.000585036185489198,"193742/69923/58810/72535/11671/110695/56752/11669/380921/320127/13350/217480/56077/110197/110524/104418/331374/14933/14626/225010/64898/67216/23945/55979/28169/68262/52123/227333",28
"mmu04929","mmu04929","GnRH secretion","28/2188","63/8997",0.000357289956138046,0.00114765864698887,0.000585036185489198,"11651/23797/109689/216869/12288/54393/242425/14672/14682/15165/15166/15168/16438/16519/16522/18750/18751/18752/26413/26417/26395/26396/18795/18797/18798/110157/15461/16653",28
"mmu00061","mmu00061","Fatty acid biosynthesis","12/2188","19/8997",0.000362305910303761,0.00115213279476596,0.000587316949334518,"107476/94180/257633/14081/74205/50790/216739/234309/223722/14104/26922/71147",12
"mmu04216","mmu04216","Ferroptosis","20/2188","40/8997",0.000377151360400783,0.00118746665947969,0.000605328916120069,"17254/14081/74205/50790/216739/74244/12870/14319/625249/14630/14629/66734/67443/23983/18521/67547/22042/22334/22335/26570",20
"mmu05210","mmu05210","Colorectal cancer","36/2188","88/8997",0.000411134572638066,0.00127923104429144,0.00065210718576922,"11651/23797/11789/11836/12005/12028/109880/12367/12387/13063/13067/13176/72993/14784/56637/72508/26413/26417/26419/26420/26414/26395/26396/17688/56717/19353/19354/170758/110157/56044/64143/15461/16653/11848/17126/20662",36
"mmu00410","mmu00410","beta-Alanine metabolism","17/2188","32/8997",0.00041434213069817,0.00127923104429144,0.00065210718576922,"11409/80911/72535/11671/67689/110695/56752/11669/66054/14415/14417/56690/97212/93747/268860/227095/104776",17
"mmu04970","mmu04970","Salivary secretion","35/2188","85/8997",0.000425067629596547,0.00129972602126637,0.000662554807265873,"432530/224129/11512/11514/11515/11928/98660/232975/11931/11932/11933/67972/11941/20535/70405/13010/14682/14683/16438/18747/18749/16531/18750/18751/18752/18125/18795/18797/234889/381290/320707/18798/20496/20544/22318",35
"mmu04972","mmu04972","Pancreatic secretion","44/2188","114/8997",0.000462962856215109,0.0014021160788229,0.00071474967275315,"432530/224129/11512/11514/11515/11928/98660/232975/11931/11932/11933/11937/11938/53313/67972/11941/20535/54403/14682/14683/16438/16531/18750/18751/18752/18795/18797/381290/436522/320707/18798/73626/67373/19340/17274/19353/109905/215449/53869/80718/11848/20191/20496/20544",44
"mmu04611","mmu04611","Platelet activation","47/2188","124/8997",0.00048708695021761,0.00146126085065283,0.000744899606092473,"11461/432530/224129/11512/11514/11515/11651/23797/16801/69632/14360/14674/14677/14678/14679/14682/14683/19419/16412/16438/18747/18749/18759/26413/26417/67938/107589/17931/18795/18797/19045/19046/234889/19878/70549/18798/109905/215449/232906/11848/19877/20619/20779/20866/14061/21894/22371",47
"mmu04964","mmu04964","Proximal tubule bicarbonate reclamation","13/2188","22/8997",0.000517433461989757,0.00153779290572657,0.000783912967500468,"11928/98660/232975/11931/11932/11933/14661/27376/54403/14660/17449/74551/76257",13
"mmu01250","mmu01250","Biosynthesis of nucleotide sugars","19/2188","38/8997",0.00052617171143286,0.00154928337255231,0.000789770405074663,"109785/74246/14635/14583/218138/69080/331026/216019/15275/110119/56174/12764/72157/66681/29858/107652/227620/22235/216558",19
"mmu01521","mmu01521","EGFR tyrosine kinase inhibitor resistance","32/2188","79/8997",0.00102967575832752,0.00300400817567112,0.00153133816303659,"11651/23797/11836/12048/12028/109880/56484/14388/14784/56637/13684/16451/18750/18751/18752/72508/26413/26417/26395/26396/56717/18015/18803/19211/110157/15461/16653/20104/20418/20662/20779/20848",32
"mmu04928","mmu04928","Parathyroid hormone synthesis, secretion and action","41/2188","108/8997",0.00104615771736688,0.00302434685566061,0.00154170610980382,"432530/224129/11512/11514/11515/11836/16801/109689/216869/109880/14672/14673/14674/14677/14678/14679/14682/14683/16438/18747/18749/18750/18751/18752/17258/17260/17261/26413/26417/26395/17938/26941/18577/238871/18795/18797/213498/18578/18798/110157/11848",41
"mmu04925","mmu04925","Aldosterone synthesis and secretion","39/2188","102/8997",0.00117100604576039,0.00332724516616685,0.00169611306054186,"432530/224129/11512/11514/11515/11928/98660/232975/11931/11932/11933/67972/11941/11908/12288/70405/269060/108058/14672/14682/14683/16438/18747/18749/52163/12322/12323/12325/12326/18750/18751/18754/18752/207728/18795/18797/381290/320707/18798",39
"mmu05033","mmu05033","Nicotine addiction","19/2188","40/8997",0.00117185993273801,0.00332724516616685,0.00169611306054186,"14810/53623/12286/12287/14394/14396/14397/14400/14401/14402/14406/14799/14800/14802/14811/14812/72961/140919/22348",19
"mmu04211","mmu04211","Longevity regulating pathway","35/2188","90/8997",0.00145169317157425,0.00408529582797003,0.00208254073984569,"74370/108097/19082/105787/108079/432530/224129/11512/11514/11515/11651/23797/67605/51897/12028/12359/72993/56484/13684/16367/384783/18747/18749/12326/207565/72508/56717/15461/16653/12421/19744/20656/20869/64930/22084",35
"mmu04916","mmu04916","Melanogenesis","38/2188","100/8997",0.00153600416101455,0.00428464318598794,0.00218416104151653,"432530/224129/11512/11514/11515/70405/12914/12387/13542/13543/13544/108058/14677/14678/14679/14681/14682/14683/56637/18747/18749/12322/12323/12325/16590/18750/18751/18752/26413/26417/26395/26396/18795/18797/18798/110157/15461/16653",38
"mmu04152","mmu04152","AMPK signaling pathway","46/2188","127/8997",0.00169111732003958,0.00467630702410945,0.00238381754952948,"226849/26932/26931/51792/71978/74370/108097/19082/105787/108079/107476/11651/23797/67605/12283/12894/78070/56690/13629/15568/14104/56484/14936/16367/384783/207565/72508/26409/56717/74551/18607/18641/18642/56421/19052/19053/21770/19325/68365/59021/17274/19744/20869/72149/64930/22084",46
"mmu05414","mmu05414","Dilated cardiomyopathy","36/2188","94/8997",0.00171944459635917,0.00471364984174324,0.0024028536101571,"11461/432530/224129/11512/11514/11515/11937/11938/53313/12293/56808/12294/12288/12295/12297/12298/12300/54376/81905/13346/13405/13726/16772/20541/14683/16403/16404/16410/16412/18747/18749/16773/16905/320910/20191/59069",36
"mmu04066","mmu04066","HIF-1 signaling pathway","42/2188","114/8997",0.00181154380923318,0.00492368317381326,0.00250992124716068,"353204/11651/23797/11674/11676/12914/12576/71745/13806/13807/108058/14433/20525/216019/15275/13684/12322/12323/12325/18750/18751/18752/72508/16828/16832/26413/26417/26395/26396/56717/18597/68263/228026/18641/18642/56421/18655/18663/18803/20104/20848/22042",42
"mmu04926","mmu04926","Relaxin signaling pathway","46/2188","129/8997",0.00242509343687297,0.00653542129597968,0.0033315288963286,"11475/432530/224129/11512/11514/11515/11651/23797/109689/216869/14688/14693/14696/14701/14702/14704/14677/14678/14679/14681/14683/14784/18747/18749/18750/26413/26417/26419/26420/26414/26395/26396/26398/26400/18125/18795/18797/12830/18798/110157/15461/16653/20418/17126/20662/20779",46
"mmu04062","mmu04062","Chemokine signaling pathway","64/2188","192/8997",0.0027635486525448,0.00738494513873316,0.00376458639975143,"432530/224129/11512/11514/11515/11651/23797/109689/216869/12927/109880/12540/12928/12929/140580/14083/19229/56484/18479/14688/14693/14696/14701/14702/14704/14677/14678/14679/14682/14784/26385/606496/56637/18747/18749/18751/18753/26413/26417/26395/16151/93742/18795/18797/18803/277360/19878/18798/19353/19354/170758/110157/109905/215449/15461/16653/11848/19877/20418/20662/20779/20846/20848/21844",64
"mmu01522","mmu01522","Endocrine resistance","35/2188","93/8997",0.0027904356950075,0.00739465459176987,0.00376953593886978,"27413/432530/224129/11512/11514/11515/11651/23797/11836/12028/109880/59035/12576/14083/14683/14784/18747/18749/72508/19014/26413/26417/26419/26420/26414/26395/26396/56717/20185/110157/15461/16653/20418/20662/20779",35
"mmu04370","mmu04370","VEGF signaling pathway","24/2188","58/8997",0.00301352288816025,0.00780960483026343,0.00398106303826735,"11651/23797/19058/12540/14083/18750/18751/18752/26413/26417/26395/26396/18803/19055/19056/15507/19353/19354/170758/110157/15461/16653/56632/20779",24
"mmu05213","mmu05213","Endometrial cancer","24/2188","58/8997",0.00301352288816025,0.00780960483026343,0.00398106303826735,"11651/23797/11789/11836/12005/12028/109880/12385/12386/12387/56484/14784/56637/16202/26413/26417/26395/26396/18607/19211/110157/15461/16653/20662",24
"mmu04931","mmu04931","Insulin resistance","40/2188","110/8997",0.00302069620793208,0.00780960483026343,0.00398106303826735,"228966/108097/19082/105787/108079/11651/23797/12894/14583/56637/20525/14936/16367/384783/18751/18753/18754/20111/20112/72508/26419/26420/26414/56717/108155/74551/18607/19045/19046/19211/19246/19247/19268/110078/110095/19309/26457/26569/20848/210789",40
"mmu04270","mmu04270","Vascular smooth muscle contraction","50/2188","144/8997",0.00304870147780536,0.00781844411243634,0.00398556899475404,"11475/432530/224129/11512/11514/11515/11836/16801/69632/109880/12288/70405/14672/14673/14674/14682/14683/16438/18747/18749/16531/18750/18751/18753/18754/18752/26413/26417/26395/26396/77579/71960/17886/17904/216459/107589/17931/18795/18797/232807/19045/19046/234889/19878/213498/109624/18798/110157/11848/19877",50
"mmu00260","mmu00260","Glycine, serine and threonine metabolism","18/2188","40/8997",0.00331880492627546,0.00844303973244476,0.0043039659675488,"110695/17161/109731/12411/107869/13382/14431/104174/76238/26912/18648/56012/12183/108037/257635/236539/107272/27364",18
"mmu04726","mmu04726","Serotonergic synapse","46/2188","131/8997",0.00342060049505866,0.00863294410657661,0.00440077256674213,"224129/17161/109731/11836/109880/12286/12287/12288/12367/13195/14688/14693/14696/14701/14702/14704/14400/14401/14402/14677/14678/14679/14681/14682/14683/16438/18747/18749/16508/16519/16522/18750/18751/18752/26413/26417/26395/18795/18797/18798/74519/56448/110157/15461/16653/15567",46
"mmu04664","mmu04664","Fc epsilon RI signaling pathway","26/2188","66/8997",0.00460492971392669,0.0115304539293597,0.00587782159921019,"11651/23797/14360/14389/14784/18750/26413/26417/26419/26420/26414/26395/26396/26397/26398/26399/26400/18607/18803/19353/19354/170758/110157/15461/16653/20662",26
"mmu05212","mmu05212","Pancreatic cancer","29/2188","76/8997",0.00491623199525004,0.0122137638631993,0.00622614907293179,"11651/23797/11836/73341/12048/12028/109880/12540/16451/72508/26413/26417/26419/26420/26414/26395/56717/16151/19353/19354/170758/110157/56044/64143/16653/19765/17126/20846/20848",29
"mmu04146","mmu04146","Peroxisome","32/2188","86/8997",0.00505809545880774,0.0124687934565958,0.00635615422812234,"19299/80911/14081/74205/50790/216739/228061/17117/12908/12359/58869/56690/15488/28200/23986/67420/76263/15356/13850/15926/269951/17855/17527/20280/67993/71382/19298/19305/18477/54683/20656/113868",32
"mmu00030","mmu00030","Pentose phosphate pathway","15/2188","33/8997",0.00635371648666911,0.0153556674868573,0.00782778150604442,"110208/66171/353204/11674/11676/14381/18641/18642/56421/72157/66681/19139/110639/21351/21881",15
"mmu00051","mmu00051","Fructose and mannose metabolism","16/2188","36/8997",0.00638244986763616,0.0153556674868573,0.00782778150604442,"353204/11674/11676/20322/218138/69080/331026/216019/15275/110119/18641/18642/56421/29858/319801/21991",16
"mmu00920","mmu00920","Sulfur metabolism","7/2188","11/8997",0.0063902569680732,0.0153556674868573,0.00782778150604442,"23827/66071/23971/20341/211389/246221/22117",7
"mmu04918","mmu04918","Thyroid hormone synthesis","28/2188","74/8997",0.00647062717999646,0.0153556674868573,0.00782778150604442,"432530/224129/11512/11514/11515/11657/11928/98660/232975/11931/11932/11933/12330/22027/14682/14683/14828/14782/16438/18747/18749/18750/18751/18752/12304/18795/18797/18798",28
"mmu05214","mmu05214","Glioma","28/2188","74/8997",0.00647062717999646,0.0153556674868573,0.00782778150604442,"11651/23797/11836/12028/109880/70405/108058/14784/52163/12322/12323/12325/12326/18750/18751/18752/26413/26417/26395/26396/56717/18803/19211/110157/15461/16653/20418/20662",28
"mmu00480","mmu00480","Glutathione metabolism","27/2188","72/8997",0.00849661775671198,0.0200142551602549,0.0102025663511395,"110208/66988/14381/110175/207182/625249/14630/14629/14782/14860/76263/14862/14866/14873/14870/14871/15926/269951/14768/56615/66447/75475/11758/20135/20810/20603/66073",27
"mmu05220","mmu05220","Chronic myeloid leukemia","28/2188","76/8997",0.00976658174853402,0.0228365661473075,0.0116412816507294,"11350/11651/23797/11836/12048/12028/110279/109880/12402/12576/12928/12929/13016/14389/14784/433759/15182/26413/26417/26395/26396/16151/19247/110157/15461/16653/20418/20662",28
"mmu00220","mmu00220","Arginine biosynthesis","10/2188","20/8997",0.0112812636724924,0.0261857069186321,0.0133485563239634,"14718/14719/76282/108682/109900/11898/14661/14645/14660/18125",10
"mmu05170","mmu05170","Human immunodeficiency virus 1 infection","74/2188","240/8997",0.0118666178654793,0.0273448150813219,0.0139394290715775,"11651/23797/11764/11765/11767/11769/108012/12048/12028/70405/12317/19058/12367/12631/12632/12928/12929/26965/99375/72584/75717/13063/13067/13194/14083/19229/18479/14688/14693/14696/14701/14702/14704/14672/14677/14678/14679/14681/14682/16438/18750/18751/18752/72508/16885/26409/26413/26417/26419/26420/26414/26395/26396/26397/26399/26400/56717/16151/224105/18481/214230/14827/18803/19055/19056/19353/19354/170758/110157/15461/16653/21402/68652/56480",74
"mmu04145","mmu04145","Phagosome","58/2188","182/8997",0.011981558192189,0.0274110467993965,0.0139731916819168,"11461/12317/12330/12266/12845/12721/13427/13426/235661/234663/13424/110350/216238/18711/22154/15239/16410/16412/16783/17113/18125/225326/271457/19344/19345/19353/20333/100226/53331/22142/22143/22146/22144/22145/53857/238463/545486/22151/73710/22152/22153/227613/67951/22042/21825/21828/11972/22319/11964/11966/66335/73834/11973/66144/66237/108664/11984/11975",58
"mmu00062","mmu00062","Fatty acid elongation","13/2188","29/8997",0.0123790023119026,0.0281180195370359,0.0143335816243083,"26897/171210/70025/56348/97212/231086/93747/15107/26922/19063/106529/75778/52538",13
"mmu05410","mmu05410","Hypertrophic cardiomyopathy","32/2188","91/8997",0.0128797244489869,0.0290478891828215,0.014807596604285,"108097/19082/105787/108079/11461/11937/11938/53313/12293/56808/12294/12288/12295/12297/12298/12300/54376/81905/13346/13405/13726/16772/20541/16403/16404/16410/16412/16773/16905/320910/20191/59069",32
"mmu03250","mmu03250","Viral life cycle - HIV-1","23/2188","61/8997",0.0134771134050572,0.0300122721530668,0.0152992052683624,"12121/76895/12914/75608/432508/269061/218210/15239/17754/17755/270058/18571/23988/268373/101739/19384/19428/19386/20587/320938/22088/116733/103573",23
"mmu05163","mmu05163","Human cytomegalovirus infection","78/2188","256/8997",0.0135449899832659,0.0300122721530668,0.0152992052683624,"432530/224129/11512/11514/11515/11651/23797/16801/69632/12028/12927/70405/12317/19058/12367/12928/12929/12387/13063/13067/14083/19229/14688/14693/14696/14701/14702/14704/14672/14673/14674/14677/14678/14679/14681/14682/14683/14784/56637/16410/16438/16451/18747/18749/18750/18751/18752/72508/26413/26417/26395/26396/26399/56717/16151/14827/18795/18797/19055/19056/19878/213498/18798/19353/19354/170758/110157/15461/16653/19744/11848/19877/20662/20779/20848/56480/64930/22084",78
"mmu04920","mmu04920","Adipocytokine signaling pathway","26/2188","71/8997",0.0135904628617661,0.0300122721530668,0.0152992052683624,"108097/19082/105787/108079/94180/14081/74205/50790/216739/11651/23797/12894/78070/20525/16367/384783/207565/26419/26420/26414/56717/16151/74551/19247/20848/20869",26
"mmu04914","mmu04914","Progesterone-mediated oocyte maturation","32/2188","92/8997",0.0152560384176952,0.0334580704608763,0.017055752568603,"432530/224129/11512/11514/11515/11651/23797/17222/11836/109880/52563/231207/208922/67579/14677/14678/14679/15519/15516/18747/18749/20111/20112/56150/26413/26417/26419/26420/26414/26395/110157/16653",32
"mmu04660","mmu04660","T cell receptor signaling pathway","35/2188","103/8997",0.0168588693818888,0.036720003174251,0.0187185716280525,"11651/23797/19058/208650/12540/13383/14360/18479/14784/19419/56637/26409/26413/26417/26419/26420/26414/26395/26396/26400/17973/17974/16151/224105/18481/214230/18607/18803/19055/19056/110157/15461/16653/11848/20662",35
"mmu04020","mmu04020","Calcium signaling pathway","73/2188","240/8997",0.0171732918933606,0.037150386544821,0.0189379659976909,"14810/12669/432530/11514/11515/11739/11740/65973/11937/11938/53313/67972/11941/12286/12287/12288/12290/70405/19058/13869/108058/19229/20541/14672/14680/14682/14683/14816/108071/228550/16438/18747/18749/52163/12322/12323/12325/12326/18679/102093/18750/18751/18752/215999/107589/14811/18125/18212/18213/269717/18439/18573/18574/18575/18795/18797/18799/18802/18803/19055/19056/105675/381290/320707/18798/20190/20191/56632/20866/116873/22333/22334/22335",73
"mmu04120","mmu04120","Ubiquitin mediated proteolysis","47/2188","147/8997",0.0207619280179994,0.0446100885792149,0.0227406608447504,"17222/12211/12402/208650/52563/56424/26965/71745/26554/99375/72584/75717/13194/235439/56228/230904/15204/67345/59026/16396/83814/17999/28000/22186/78294/56459/50995/21402/74126/69807/14897/216080/22195/22201/22202/22200/231380/22192/53323/93765/217342/268470/22215/140630/63958/107568/66894",47
"mmu01232","mmu01232","Nucleotide metabolism","29/2188","84/8997",0.0224394135889431,0.0475715568085593,0.024250313632963,"76952/109674/11534/11717/11821/22169/66355/229363/14544/23917/23918/16434/11636/11637/56248/11639/229949/66588/21915/79059/18102/18103/18950/11564/11565/11566/55936/20135/68556",29
"mmu03018","mmu03018","RNA degradation","29/2188","84/8997",0.0224394135889431,0.0475715568085593,0.024250313632963,"15510/78893/234594/72068/232791/75901/69305/13209/72162/353190/234699/13806/13807/109075/50911/15526/27756/67678/18458/72587/74108/18641/18642/56421/71701/108077/230721/24127/24128",29
"mmu00564","mmu00564","Glycerophospholipid metabolism","33/2188","98/8997",0.0227782590339584,0.047970108429131,0.0244534812912485,"11423/71760/52858/110911/12647/380921/320127/217480/56077/110197/110524/104418/331374/74182/333433/14555/14571/225010/99010/64898/18777/26394/67216/68671/74451/320951/55979/28169/68262/52123/18807/50767/227333",33
